"numero_correlativo","tipo_societario","descripcion_tipo_societario","razon_social","tipo_domicilio","descripcion_tipo_domicilio","calle","numero","localidad","provincia","codigo_postal"
"1985415","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FASTFOODTOKIO","L","LEGAL","RIOBAMBA","1181","CAPITAL FEDERAL","CAPITAL FEDERAL","1116"
"1985417","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CASA JACHE","L","LEGAL","ARANGUREN JUAN FELIPE DR.","213","CAPITAL FEDERAL","CAPITAL FEDERAL","1405"
"1985418","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MRG SOLUCIONES COMERCIALES","L","LEGAL","URUGUAY","1140","CAPITAL FEDERAL","CAPITAL FEDERAL","1016"
"1985419","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GRUPO M/M","L","LEGAL","CERVINO AV.","3775","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985420","50","SOC. ANONIMA","MONZARON","L","LEGAL","SARMIENTO","930","CAPITAL FEDERAL","CAPITAL FEDERAL","1041"
"1985421","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AMOR FRANCES","L","LEGAL","25 DE MAYO","252","CAPITAL FEDERAL","CAPITAL FEDERAL","1002"
"1985422","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DIDORF","L","LEGAL","PARAGUAY","4884","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985424","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ANA MARIA FIESTAS","L","LEGAL","CUENCA","3213","CAPITAL FEDERAL","CAPITAL FEDERAL","1417"
"1985425","50","SOC. ANONIMA","EDEKOM","L","LEGAL","CERRITO","1320","CAPITAL FEDERAL","CAPITAL FEDERAL","1010"
"1985426","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","NITO TEXTIL","L","LEGAL","SUCRE ANTONIO DE MARISCAL","1949","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985427","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GONZALEZ-KERBER","L","LEGAL","PERNAMBUCO","2471","CAPITAL FEDERAL","CAPITAL FEDERAL","1417"
"1985428","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TECHVIEW","L","LEGAL","ALBERTI","379","CAPITAL FEDERAL","CAPITAL FEDERAL","1082"
"1985429","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ALTOS DE AGRO","L","LEGAL","ALBERTI","379","CAPITAL FEDERAL","CAPITAL FEDERAL","1082"
"1985430","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TEGNOL","L","LEGAL","ESMERALDA","315","CAPITAL FEDERAL","",""
"1985432","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ESTUDIO MALLERET","L","LEGAL","GRECIA","3644","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985433","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","JAR SERVICE","L","LEGAL","SALTA","550","CAPITAL FEDERAL","CAPITAL FEDERAL","1074"
"1985434","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CHENIC","L","LEGAL","SUAREZ JOSE LEON","3886","CAPITAL FEDERAL","CAPITAL FEDERAL","1439"
"1985435","50","SOC. ANONIMA","STERIPAPER","L","LEGAL","SALTA","286","CAPITAL FEDERAL","CAPITAL FEDERAL","1074"
"1985436","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","OLEGAR","L","LEGAL","CORREA","2452","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985438","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","POLTECNICA","L","LEGAL","JUNIN","385","CAPITAL FEDERAL","CAPITAL FEDERAL","1026"
"1985444","100","ASOCIACION CIVIL","CARLOS GARDEL CENTRO DE JUBI Y PENS VILLA DEL PARQUE ASO CIV","L","LEGAL","RICARDO GUITIERREZ","3050","CAPITAL FEDERAL","",""
"1985445","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GOTA","L","LEGAL","RAMSAY","1945","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985448","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GOLPE NEUMATICOS","L","LEGAL","AV PUYRREDON","468","CAPITAL FEDERAL","",""
"1985449","50","SOC. ANONIMA","GICABAL","L","LEGAL","LAFINUR","3241","CAPITAL FEDERAL","",""
"1985450","50","SOC. ANONIMA","ALFOR ELECTRONICA","L","LEGAL","LARREA","45","CAPITAL FEDERAL","CAPITAL FEDERAL","1030"
"1985451","50","SOC. ANONIMA","AGRONOW","L","LEGAL","URUGUAY","654","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985452","50","SOC. ANONIMA","RUCUCU","L","LEGAL","URUGUAY","654","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985453","50","SOC. ANONIMA","ESTEROS DEL NORTE","L","LEGAL","URUGUAY","654","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985456","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SOLDADURAS Y REPARACIONES","L","LEGAL","JURAMENTO","2120","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985457","50","SOC. ANONIMA","LOS LIBERTADORES DE AMERICA","L","LEGAL","URUGUAY","654","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985459","50","SOC. ANONIMA","GONDVANA","L","LEGAL","URUGUAY","654","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985463","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CROISS","L","LEGAL","MERCEDES","2270","CAPITAL FEDERAL","CAPITAL FEDERAL","1417"
"1985464","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","VINCASA","L","LEGAL","LA PAMPA","2875","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985465","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BARRIOS CERRADOS","L","LEGAL","AGUERO","1595","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985466","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","LUN CONSTRUCCIONES","L","LEGAL","PARAGUAY","1484","CAPITAL FEDERAL","CAPITAL FEDERAL","1061"
"1985467","50","SOC. ANONIMA","TEAM HOPE","L","LEGAL","BELAUSTEGUI L.DR.","2755","CAPITAL FEDERAL","CAPITAL FEDERAL","1416"
"1985468","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GRUPO URBAN","L","LEGAL","CORDOBA AV.","950","CAPITAL FEDERAL","CAPITAL FEDERAL","1054"
"1985469","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FAVALE CARGO","L","LEGAL","USPALLATA","758","CAPITAL FEDERAL","CAPITAL FEDERAL","1268"
"1985470","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MUNDO TECNO","L","LEGAL","DIAZ CESAR GRAL","2347","CAPITAL FEDERAL","CAPITAL FEDERAL","1416"
"1985471","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GAMAEZ","L","LEGAL","JUNIN","49","CAPITAL FEDERAL","",""
"1985472","50","SOC. ANONIMA","USEM","L","LEGAL","CORDOBA AV.","3743","CAPITAL FEDERAL","CAPITAL FEDERAL","1188"
"1985473","50","SOC. ANONIMA","COOK23","L","LEGAL","CAVIA","3080","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985474","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ALMAFUERTE 5448","L","LEGAL","ZAPIOLA","2115","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985475","50","SOC. ANONIMA","BARR INTERFINANCIAL GROUP","L","LEGAL","CARLOS PELLEGRINI","763","CAPITAL FEDERAL","",""
"1985476","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","SAEYGPD","L","LEGAL","FLORIDA","375","CAPITAL FEDERAL","",""
"1985477","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SERVICENTER MAX","L","LEGAL","PARAGUAY","2041","CAPITAL FEDERAL","CAPITAL FEDERAL","1121"
"1985478","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AL Y EM","L","LEGAL","ARCE","348","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985480","50","SOC. ANONIMA","MOTOS PUERTO MADERO","L","LEGAL","MANSO JUANA","143","CAPITAL FEDERAL","CAPITAL FEDERAL","1107"
"1985481","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BORHOUSE","L","LEGAL","HOLMBERG","4136","CAPITAL FEDERAL","CAPITAL FEDERAL","1430"
"1985483","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MS-DISTRIBUIDORA","L","LEGAL","URUGUAY","263","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985484","50","SOC. ANONIMA","FIELD MARKETING GROUP","L","LEGAL","ALVAREZ THOMAS AV.","636","CAPITAL FEDERAL","CAPITAL FEDERAL","1427"
"1985486","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GCMET","L","LEGAL","MENDOZA","4661","CAPITAL FEDERAL","",""
"1985487","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TRINCAVE","L","LEGAL","CORRIENTES AV.","1670","CAPITAL FEDERAL","CAPITAL FEDERAL","1042"
"1985488","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SCOTRANS","L","LEGAL","ENTRE RIOS AV.","1049","CAPITAL FEDERAL","CAPITAL FEDERAL","1080"
"1985489","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AMAR DISTRIBUCIONES","L","LEGAL","ESTADOS UNIDOS","2515","CAPITAL FEDERAL","CAPITAL FEDERAL","1227"
"1985490","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ADELFOS-MS","L","LEGAL","URUGUAY","263","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985491","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ORGANIC FRESH","L","LEGAL","SALGUERO JERONIMO","2077","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985492","50","SOC. ANONIMA","INCUBO BIOTECH","L","LEGAL","SERRANO","194","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985493","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","LNDA","L","LEGAL","DARWIN","1154","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985494","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TELONES BENITO","L","LEGAL","GARCIA DEL RIO AV.","2416","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985499","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AG CENTER","L","LEGAL","SANTA FE AV.","4928","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985502","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","JG GROUP","L","LEGAL","NUNEZ","1750","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985503","50","SOC. ANONIMA","ALLTY","L","LEGAL","CORDOBA AV.","2468","CAPITAL FEDERAL","CAPITAL FEDERAL","1120"
"1985504","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FRUTILLAS DEL PILAR","L","LEGAL","ESMERALDA","920","CAPITAL FEDERAL","CAPITAL FEDERAL","1007"
"1985505","50","SOC. ANONIMA","BUENAVISTA FUTBOL CLUB","L","LEGAL","CABILDO AV.","3862","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985506","50","SOC. ANONIMA","LADERMAX","L","LEGAL","ESTADO DE ISRAEL AV.","4316","CAPITAL FEDERAL","CAPITAL FEDERAL","1185"
"1985509","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","NOSOTROS CINCO","L","LEGAL","ACHA MARIANO GRAL","2384","CAPITAL FEDERAL","CAPITAL FEDERAL","1430"
"1985510","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SANFAB","L","LEGAL","SOLIS","612","CAPITAL FEDERAL","CAPITAL FEDERAL","1078"
"1985511","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","LLAOCA","L","LEGAL","CALLAO AV.","601","CAPITAL FEDERAL","CAPITAL FEDERAL","1022"
"1985512","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","WOODSTOCK CONSTRUCCIONES","L","LEGAL","JUNCAL","2526","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985513","50","SOC. ANONIMA","CENTRAE","L","LEGAL","VERA PENALOZA,ROSARIO, BOULEVA","450","CAPITAL FEDERAL","CAPITAL FEDERAL","1107"
"1985514","50","SOC. ANONIMA","SKY LIBERTY","L","LEGAL","SAENZ PENA R. PTE. AV.","811","CAPITAL FEDERAL","CAPITAL FEDERAL","1035"
"1985515","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MH INGENIERIA","L","LEGAL","ARENALES","1805","CAPITAL FEDERAL","CAPITAL FEDERAL","1124"
"1985516","50","SOC. ANONIMA","METODO TOSSI","L","LEGAL","FITZ ROY","2121","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985517","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BELLAVITA CINEMA INTERNACIONAL","L","LEGAL","AVENIDA ELCANO","4020","CAPITAL FEDERAL","",""
"1985518","50","SOC. ANONIMA","CHICHA GROUP","L","LEGAL","MARTINIANO LEGUIZAMON","1777","CAPITAL FEDERAL","",""
"1985519","50","SOC. ANONIMA","TEHESA","L","LEGAL","MARCOS PAZ","2552","CAPITAL FEDERAL","",""
"1985521","50","SOC. ANONIMA","ROCAS MINERAS","L","LEGAL","SUIPACHA","1022","CAPITAL FEDERAL","CAPITAL FEDERAL","1008"
"1985522","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CONSTRUCTORA PUNTANA","L","LEGAL","MONTEVIDEO","666","CAPITAL FEDERAL","CAPITAL FEDERAL","1019"
"1985524","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GRUPO INSIGHT","L","LEGAL","CABILDO AV.","885","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985525","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MGA NECOCHEA","L","LEGAL","BARCO CENTENERA DEL","450","CAPITAL FEDERAL","CAPITAL FEDERAL","1424"
"1985526","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","LOGIVENT","L","LEGAL","GONZALEZ ELPIDIO","3795","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985527","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FYF & ASOCIADOS","L","LEGAL","PADILLA","1276","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985528","50","SOC. ANONIMA","GONZALEZ CARDOZO CONSTRUCCIONES","L","LEGAL","TUCUMAN","1452","CAPITAL FEDERAL","CAPITAL FEDERAL","1050"
"1985529","50","SOC. ANONIMA","DV. LOGISTICA","L","LEGAL","USPALLATA","778","CAPITAL FEDERAL","CAPITAL FEDERAL","1268"
"1985531","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","HAIWEI IMPORTACIONES Y EXPORTACIONES","L","LEGAL","MURGUIONDO","1517","CAPITAL FEDERAL","CAPITAL FEDERAL","1440"
"1985532","170","UNION TRANSITORIA","ACR SAS-AR CON SA-UT-LI PU N§ 57/2022, OB AM Y RE D E P N§48","L","LEGAL","HUMERTO PRIMO","3035","CAPITAL FEDERAL","",""
"1985533","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PRODUCCIONES NUEVA ERA","L","LEGAL","JURAMENTO","1668","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985535","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SUPER BUENA VIDA","L","LEGAL","RAMALLO","1704","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985537","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FLASHQ","L","LEGAL","CALDERON DE LA BARCA P.","914","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985538","50","SOC. ANONIMA","REPLENSA","L","LEGAL","LAVALLE","2116","CAPITAL FEDERAL","CAPITAL FEDERAL","1051"
"1985539","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DEFUR AMERICAS","L","LEGAL","CALLAO AV.","441","CAPITAL FEDERAL","CAPITAL FEDERAL","1022"
"1985540","50","SOC. ANONIMA","ENTRETENIMIENTOS PILAR","L","LEGAL","VEDIA","3616","CAPITAL FEDERAL","CAPITAL FEDERAL","1430"
"1985541","50","SOC. ANONIMA","CONSTRUCTORA ALBRAN","L","LEGAL","LOPE DE VEGA AV.","859","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985542","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BENKA","L","LEGAL","PADILLA","1276","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985543","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FARO Y SAUCES","L","LEGAL","DORREGO AV.","1647","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985544","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","EL IMPERFECTO","L","LEGAL","JUNIN","1057","CAPITAL FEDERAL","CAPITAL FEDERAL","1113"
"1985546","50","SOC. ANONIMA","LITHOS RECURSOS MINEROS","L","LEGAL","ALEM LEANDRO N AV.","1180","CAPITAL FEDERAL","CAPITAL FEDERAL","1001"
"1985547","50","SOC. ANONIMA","VRN SERVICIOS DE CONSTRUCCION","L","LEGAL","OLIDEN","741","CAPITAL FEDERAL","CAPITAL FEDERAL","1408"
"1985548","50","SOC. ANONIMA","BENEFICIOS EN SALUD","L","LEGAL","VIAMONTE","1646","CAPITAL FEDERAL","CAPITAL FEDERAL","1055"
"1985549","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","VITAL OBRAS","L","LEGAL","FRAY J. SANTAMARIA DE ORO","2757","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985550","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GRUPO AFFLIGEM","L","LEGAL","FRAY J. SANTAMARIA DE ORO","2757","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985551","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DIUCKO DIGITAL MULTIMEDIO","L","LEGAL","LIMA","131","CAPITAL FEDERAL","CAPITAL FEDERAL","1073"
"1985553","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","HAUNT","L","LEGAL","FITZ ROY","2237","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985554","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MELLMAS","L","LEGAL","JUSTO JUAN B AV.","2200","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985556","50","SOC. ANONIMA","BLIKER","L","LEGAL","MATIENZO BENJAMIN TTE.","1607","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985557","50","SOC. ANONIMA","NUER","L","LEGAL","VIAMONTE","1345","CAPITAL FEDERAL","CAPITAL FEDERAL","1053"
"1985559","50","SOC. ANONIMA","QUE THOMAS ALVAREZ","L","LEGAL","AVENIDA ALVAREZ THOMAS","1078","CAPITAL FEDERAL","",""
"1985560","50","SOC. ANONIMA","MEAF","L","LEGAL","YRIGOYEN HIPOLITO","986","CAPITAL FEDERAL","CAPITAL FEDERAL","1086"
"1985561","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","RABLEB","L","LEGAL","ZABALA","2451","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985562","50","SOC. ANONIMA","ACOPLAC","L","LEGAL","RODO JOSE ENRIQUE","4226","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985563","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DESARROLLOS RR","L","LEGAL","DEHEZA","2826","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985564","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MACROPRO","L","LEGAL","LIBERTAD","486","CAPITAL FEDERAL","CAPITAL FEDERAL","1012"
"1985565","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TRANSPORTAR URBANA","L","LEGAL","VIALE LUIS","2020","CAPITAL FEDERAL","CAPITAL FEDERAL","1416"
"1985566","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GUD PIPOL","L","LEGAL","LIBERTADOR DEL AV.","6874","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985567","50","SOC. ANONIMA","COMPA¥IA EXPORTADORA DE AGROALIMENTOS","L","LEGAL","MAIPU","62","CAPITAL FEDERAL","CAPITAL FEDERAL","1084"
"1985570","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","URUGUAY 43","L","LEGAL","ESMERALDA","933","CAPITAL FEDERAL","CAPITAL FEDERAL","1007"
"1985572","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BORDON CONSTRUCCIONES","L","LEGAL","GONZALEZ JOAQUIN V.","637","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985573","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BROTHER'S TEX","L","LEGAL","SAN MARTIN","66","CAPITAL FEDERAL","CAPITAL FEDERAL","1004"
"1985574","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GRUPO LA CATEDRAL","L","LEGAL","HERNANDARIAS","1449","CAPITAL FEDERAL","CAPITAL FEDERAL","1164"
"1985575","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","RODMAS","L","LEGAL","MORENO","3272","CAPITAL FEDERAL","CAPITAL FEDERAL","1209"
"1985576","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","JOFSHI","L","LEGAL","DELLA PAOLERA CARLOS M.","261","CAPITAL FEDERAL","CAPITAL FEDERAL","1001"
"1985577","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","NEW HORIZONS S.G","L","LEGAL","ARENALES","1789","CAPITAL FEDERAL","CAPITAL FEDERAL","1061"
"1985579","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","V HEALTHY FOOD","L","LEGAL","PARAGUAY","415","CAPITAL FEDERAL","CAPITAL FEDERAL","1057"
"1985581","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","REENMA","L","LEGAL","RECONQUISTA","616","CAPITAL FEDERAL","CAPITAL FEDERAL","1003"
"1985582","50","SOC. ANONIMA","MJ AVIATION","L","LEGAL","BUCARELLI","1859","CAPITAL FEDERAL","CAPITAL FEDERAL","1431"
"1985583","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MUNA.AR","L","LEGAL","COLOMBRES","1683","CAPITAL FEDERAL","",""
"1985584","50","SOC. ANONIMA","BRUKKO","L","LEGAL","CARRANZA ANGEL J","1335","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985585","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BROWN WORK & PARKING","L","LEGAL","UGARTE MANUEL","2270","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985586","50","SOC. ANONIMA","KOLJAIM","L","LEGAL","CORDOBA AV.","1752","CAPITAL FEDERAL","CAPITAL FEDERAL","1055"
"1985587","50","SOC. ANONIMA","BHN DESARROLLOS","L","LEGAL","LIBERTADOR DEL AV.","6810","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985589","50","SOC. ANONIMA","BPP CONSULTORA","L","LEGAL","PELLEGRINI CARLOS","651","CAPITAL FEDERAL","CAPITAL FEDERAL","1009"
"1985594","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","NZC SOLUTIONS","L","LEGAL","AZUL","53","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985601","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FAUSCON","L","LEGAL","FLORIDA","537","CAPITAL FEDERAL","CAPITAL FEDERAL","1005"
"1985602","50","SOC. ANONIMA","ALESAMO","L","LEGAL","SAN MARTIN","66","CAPITAL FEDERAL","CAPITAL FEDERAL","1004"
"1985604","50","SOC. ANONIMA","METAL NOBLE","L","LEGAL","SAN MARTIN","50","CAPITAL FEDERAL","CAPITAL FEDERAL","1004"
"1985606","50","SOC. ANONIMA","TECNO PHARMA","L","LEGAL","SANTIAGO DEL ESTERO","454","CAPITAL FEDERAL","",""
"1985608","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DATOCA","L","LEGAL","CONGRESO AV.","1810","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985609","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TRANSPORTE FORMICA","L","LEGAL","MERCEDES","4550","CAPITAL FEDERAL","CAPITAL FEDERAL","1419"
"1985614","50","SOC. ANONIMA","FONZA","L","LEGAL","BARTOLOME MITRE","311","CAPITAL FEDERAL","",""
"1985616","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MILRO","L","LEGAL","RECONQUISTA","616","CAPITAL FEDERAL","CAPITAL FEDERAL","1003"
"1985620","50","SOC. ANONIMA","VITAMORE","L","LEGAL","PEDRAZA MANUELA","6025","CAPITAL FEDERAL","CAPITAL FEDERAL","1431"
"1985623","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PANE FROZEN","L","LEGAL","URUGUAY","680","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985624","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","WIEDEN KENNEDY","L","LEGAL","ARROYO","880","CAPITAL FEDERAL","",""
"1985625","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","LA ROSA BOTANICOS","L","LEGAL","RAMALLO","3299","CAPITAL FEDERAL","",""
"1985626","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SHERPA TOURS","L","LEGAL","FITZ ROY","2110","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985627","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PATAGONIA REVESTIMIENTOS","L","LEGAL","TRIUNVIRATO AV.","5570","CAPITAL FEDERAL","CAPITAL FEDERAL","1431"
"1985628","50","SOC. ANONIMA","PAUSA CO","L","LEGAL","RECONQUISTA","336","CAPITAL FEDERAL","",""
"1985630","50","SOC. ANONIMA","PIRQA","L","LEGAL","ALEM LEANDRO N AV.","465","CAPITAL FEDERAL","CAPITAL FEDERAL","1003"
"1985631","50","SOC. ANONIMA","BEFASHION","L","LEGAL","PAZ GRAL AV.","1106","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985632","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SMART BRAIN","L","LEGAL","CORRIENTES AV.","542","CAPITAL FEDERAL","CAPITAL FEDERAL","1043"
"1985633","50","SOC. ANONIMA","FORSHOES","L","LEGAL","AVENIDA GENERAL PAZ","1106","CAPITAL FEDERAL","",""
"1985634","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AB ORT","L","LEGAL","TUCUMAN","1502","CAPITAL FEDERAL","CAPITAL FEDERAL","1050"
"1985635","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","HABIA UNA VEZ","L","LEGAL","DRAGO LUIS MARIA","278","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985636","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CERILID","L","LEGAL","MOLDES","2479","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985637","50","SOC. ANONIMA","MOVIT","L","LEGAL","SAN BLAS","3265","CAPITAL FEDERAL","CAPITAL FEDERAL","1416"
"1985639","50","SOC. ANONIMA","IUPPER","L","LEGAL","RIVERA PEDRO IGNACIO DR.","4844","CAPITAL FEDERAL","CAPITAL FEDERAL","1431"
