"numero_correlativo","tipo_societario","descripcion_tipo_societario","razon_social","tipo_asamblea","descripcion_tipo_asamblea","numero_asamblea","fecha_realizacion","fecha_presentacion"
"1935870","100","ASOCIACION CIVIL","MEDICINA DEL ESTILO DE VIDA ASOCIACION CIVIL (MEVAC)","O","Ordinaria","9495969","20220916","20221221"
"1935870","100","ASOCIACION CIVIL","MEDICINA DEL ESTILO DE VIDA ASOCIACION CIVIL (MEVAC)","O","Ordinaria","9189434","","20210111"
"1935901","110","FUNDACION","TGS","O","Ordinaria","9232016","20210326","20210618"
"1935901","110","FUNDACION","TGS","O","Ordinaria","9232011","20210326","20210618"
"1935901","110","FUNDACION","TGS","O","Ordinaria","9232014","20210326","20210618"
"1935902","100","ASOCIACION CIVIL","GRUPO SILVETSTRE, POR LA CONSERVACION DE LA BIODIVERSIDAD","O","Ordinaria","9455806","20220701","20220923"
"1935902","100","ASOCIACION CIVIL","GRUPO SILVETSTRE, POR LA CONSERVACION DE LA BIODIVERSIDAD","O","Ordinaria","9455802","20220701","20220923"
"1935915","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CONCEPTO SIMPLE","O","Ordinaria","","20220228","20220726"
"1935915","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CONCEPTO SIMPLE","O","Ordinaria","","20220322","20220729"
"1935915","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CONCEPTO SIMPLE","O","Ordinaria","","20220322","20220722"
"1935919","50","SOC. ANONIMA","SCALONE CARREÑO IÑIGUEZ & ASOCIADOS","O","Ordinaria","","20200224","20210624"
"1935919","50","SOC. ANONIMA","SCALONE CARREÑO IÑIGUEZ & ASOCIADOS","O","Ordinaria","","20200224","20210624"
"1935924","50","SOC. ANONIMA","ESTUDIO FURLONE","O","Ordinaria","","20191206","20220113"
"1935924","50","SOC. ANONIMA","ESTUDIO FURLONE","O","Ordinaria","","20201030","20220128"
"1935939","100","ASOCIACION CIVIL","PROYECTO SIGNOS ASOCIACION CIVIL","O","Ordinaria","9426157","20220228","20220727"
"1935939","100","ASOCIACION CIVIL","PROYECTO SIGNOS ASOCIACION CIVIL","O","Ordinaria","9211931","","20210421"
"1935939","100","ASOCIACION CIVIL","PROYECTO SIGNOS ASOCIACION CIVIL","O","Ordinaria","9143065","","20200305"
"1935947","50","SOC. ANONIMA","ENERLAND GROUP","O","Ordinaria","","20190418","20220125"
"1935947","50","SOC. ANONIMA","ENERLAND GROUP","O","Ordinaria","","20200319","20220125"
"1935947","50","SOC. ANONIMA","ENERLAND GROUP","O","Ordinaria","","20210616","20211014"
"1936005","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","LILABY","O","Ordinaria","","20210906","20210922"
"1936079","110","FUNDACION","INTRAMUROS","O","Ordinaria","9278668","20210820","20210922"
"1936145","50","SOC. ANONIMA","BFB SOLUCIONES","O","Ordinaria","","20200406","20200901"
"1936145","50","SOC. ANONIMA","BFB SOLUCIONES","O","Ordinaria","","20210414","20210820"
"1936145","50","SOC. ANONIMA","BFB SOLUCIONES","O","Ordinaria","","20220414","20220530"
"1936152","50","SOC. ANONIMA","PORTOFINO ARGENTINA","O","Ordinaria","","20210701","20220715"
"1936152","50","SOC. ANONIMA","PORTOFINO ARGENTINA","O","Ordinaria","","20210701","20220715"
"1936152","50","SOC. ANONIMA","PORTOFINO ARGENTINA","O","Ordinaria","","20210701","20220715"
"1936169","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","IBERAPA ARGENTINA","O","Ordinaria","9202740","20200515","20210318"
"1936169","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","IBERAPA ARGENTINA","O","Ordinaria","9471803","20210630","20221026"
"1936174","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CASPR BIOTECH","O","Ordinaria","9204246","20210211","20210318"
"1936174","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CASPR BIOTECH","M","Mixta","9485737","20210624","20221123"
"1936174","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CASPR BIOTECH","O","Ordinaria","9241851","20210624","20210730"
"1936174","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CASPR BIOTECH","O","Ordinaria","9350306","20220217","20220225"
"1936248","110","FUNDACION","OTORRINOLARINGOLOGICA ARGENTINA (FORLA)","O","Ordinaria","9360870","20201023","20220322"
"1936248","110","FUNDACION","OTORRINOLARINGOLOGICA ARGENTINA (FORLA)","O","Ordinaria","9360869","20211022","20220322"
"1936249","50","SOC. ANONIMA","COMERCIALIZADORA SOTAVENTO CONO SUR","O","Ordinaria","","20210503","20210614"
"1936249","50","SOC. ANONIMA","COMERCIALIZADORA SOTAVENTO CONO SUR","O","Ordinaria","","20210503","20210614"
"1936249","50","SOC. ANONIMA","COMERCIALIZADORA SOTAVENTO CONO SUR","O","Ordinaria","","20210503","20210614"
"1936259","50","SOC. ANONIMA","BELL SUR","O","Ordinaria","","20200316","20220408"
"1936259","50","SOC. ANONIMA","BELL SUR","O","Ordinaria","","20210301","20220408"
"1936259","50","SOC. ANONIMA","BELL SUR","O","Ordinaria","","20220301","20220408"
"1936325","50","SOC. ANONIMA","FAST & FRESH","O","Ordinaria","","20210430","20220907"
"1936399","50","SOC. ANONIMA","MODULO CREATIVO","O","Ordinaria","","20191220","20210518"
"1936399","50","SOC. ANONIMA","MODULO CREATIVO","O","Ordinaria","","20201223","20220315"
"1936408","50","SOC. ANONIMA","SALUTE MISSION CRITICAL","O","Ordinaria","","20211026","20220707"
"1936408","50","SOC. ANONIMA","SALUTE MISSION CRITICAL","O","Ordinaria","","20211109","20220707"
"1936418","50","SOC. ANONIMA","DO¥A REBECA","O","Ordinaria","","20200228","20220225"
"1936418","50","SOC. ANONIMA","DO¥A REBECA","O","Ordinaria","","20210215","20220225"
"1936418","50","SOC. ANONIMA","DO¥A REBECA","O","Ordinaria","","20220217","20220722"
"1936431","50","SOC. ANONIMA","C Y C MARKETING Y EVENTOS","O","Ordinaria","","20200317","20201223"
"1936431","50","SOC. ANONIMA","C Y C MARKETING Y EVENTOS","O","Ordinaria","","20210428","20211206"
"1936431","50","SOC. ANONIMA","C Y C MARKETING Y EVENTOS","O","Ordinaria","","20220429","20221028"
"1936444","50","SOC. ANONIMA","ESTABLECIMIENTO EL RECADO","O","Ordinaria","","20191108","20201223"
"1936444","50","SOC. ANONIMA","ESTABLECIMIENTO EL RECADO","O","Ordinaria","","20201109","20210428"
"1936444","50","SOC. ANONIMA","ESTABLECIMIENTO EL RECADO","O","Ordinaria","","20211109","20220511"
"1936445","50","SOC. ANONIMA","ESTABLECIMIENTO LA MANUELITA","O","Ordinaria","","20191111","20210112"
"1936445","50","SOC. ANONIMA","ESTABLECIMIENTO LA MANUELITA","O","Ordinaria","","20201102","20210623"
"1936445","50","SOC. ANONIMA","ESTABLECIMIENTO LA MANUELITA","O","Ordinaria","","20211111","20220412"
"1936446","50","SOC. ANONIMA","EL IKIGAI","O","Ordinaria","","20191108","20201223"
"1936446","50","SOC. ANONIMA","EL IKIGAI","O","Ordinaria","","20201109","20210428"
"1936446","50","SOC. ANONIMA","EL IKIGAI","O","Ordinaria","","20211111","20220511"
"1936447","50","SOC. ANONIMA","LA MAGNOLIA DEL MAYU","O","Ordinaria","","20191112","20210112"
"1936447","50","SOC. ANONIMA","LA MAGNOLIA DEL MAYU","O","Ordinaria","","20201112","20210623"
"1936447","50","SOC. ANONIMA","LA MAGNOLIA DEL MAYU","O","Ordinaria","","20211103","20220412"
"1936502","50","SOC. ANONIMA","M.COOK","O","Ordinaria","","20200422","20210201"
"1936522","50","SOC. ANONIMA","BERAZATEGUI PARKING","O","Ordinaria","","20191103","20201222"
"1936559","110","FUNDACION","ALEBRIJES ARTE CON TODOS","O","Ordinaria","9318875","20200203","20211203"
"1936559","110","FUNDACION","ALEBRIJES ARTE CON TODOS","O","Ordinaria","9318879","20210208","20211203"
"1936559","110","FUNDACION","ALEBRIJES ARTE CON TODOS","O","Ordinaria","9408180","","20220628"
"1936561","50","SOC. ANONIMA","H INTERMEDIA","O","Ordinaria","","20191227","20200130"
"1936593","50","SOC. ANONIMA","LATUS VIEW","E","Extraordinaria","","20200209","20210902"
"1936593","50","SOC. ANONIMA","LATUS VIEW","E","Extraordinaria","","20201013","20210902"
"1936594","100","ASOCIACION CIVIL","TE AMO PERU","O","Ordinaria","9381444","20210903","20220504"
"1936594","100","ASOCIACION CIVIL","TE AMO PERU","O","Ordinaria","9258771","20210903","20210826"
"1936600","50","SOC. ANONIMA","EL CUARTEL PROPIEDADES","O","Ordinaria","","20201209","20221005"
"1936600","50","SOC. ANONIMA","EL CUARTEL PROPIEDADES","O","Ordinaria","","20210831","20220104"
"1936604","50","SOC. ANONIMA","FOURA","O","Ordinaria","","20200106","20200129"
"1936604","50","SOC. ANONIMA","FOURA","O","Ordinaria","","20201118","20210507"
"1936604","50","SOC. ANONIMA","FOURA","O","Ordinaria","","20211209","20220718"
"1936609","50","SOC. ANONIMA","SUROT","O","Ordinaria","","20200508","20210224"
"1936609","50","SOC. ANONIMA","SUROT","O","Ordinaria","","20210504","20210728"
"1936609","50","SOC. ANONIMA","SUROT","O","Ordinaria","","20220425","20221028"
"1936623","50","SOC. ANONIMA","MERCEDES-BENZ SERVICIOS","O","Ordinaria","9475324","20220524","20221101"
"1936623","50","SOC. ANONIMA","MERCEDES-BENZ SERVICIOS","M","Mixta","9474764","20220524","20221101"
"1936623","50","SOC. ANONIMA","MERCEDES-BENZ SERVICIOS","O","Ordinaria","9472245","20220524","20221027"
"1936628","50","SOC. ANONIMA","LIMPIDO","O","Ordinaria","","20211213","20230119"
"1936645","50","SOC. ANONIMA","DACAS GLOBAL","O","Ordinaria","","20200119","20230124"
"1936645","50","SOC. ANONIMA","DACAS GLOBAL","O","Ordinaria","","20210430","20230124"
"1936645","50","SOC. ANONIMA","DACAS GLOBAL","O","Ordinaria","","20220503","20230124"
"1936657","100","ASOCIACION CIVIL","EL JOAQUIN TV USINA AUDIOVISUAL DOCENTE","O","Ordinaria","9185572","20200316","20201230"
"1936687","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CELLTRION HEALTHCARE ARGENTINA","O","Ordinaria","9203189","20200212","20210312"
"1936689","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","LIMONEIRA ARGENTINA","O","Ordinaria","9384773","20200305","20220509"
"1936689","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","LIMONEIRA ARGENTINA","O","Ordinaria","9384769","20210318","20220509"
"1936708","50","SOC. ANONIMA","KCR PACHECO","O","Ordinaria","","20200702","20210323"
"1936708","50","SOC. ANONIMA","KCR PACHECO","O","Ordinaria","","20210517","20220303"
"1936710","50","SOC. ANONIMA","KCR ALCORTA","O","Ordinaria","9168968","20200702","20201028"
"1936710","50","SOC. ANONIMA","KCR ALCORTA","O","Ordinaria","9218213","20210517","20210505"
"1936710","50","SOC. ANONIMA","KCR ALCORTA","O","Ordinaria","9445606","20220511","20220907"
"1936726","50","SOC. ANONIMA","AGROPECUARIA LA ADRIANA","O","Ordinaria","","20190805","20191106"
"1936726","50","SOC. ANONIMA","AGROPECUARIA LA ADRIANA","O","Ordinaria","","20200720","20201014"
"1936726","50","SOC. ANONIMA","AGROPECUARIA LA ADRIANA","O","Ordinaria","","20210720","20211022"
"1936726","50","SOC. ANONIMA","AGROPECUARIA LA ADRIANA","O","Ordinaria","","20220715","20221130"
"1936737","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","EMERBEN","O","Ordinaria","","20210217","20220816"
"1936737","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","EMERBEN","O","Ordinaria","","20220128","20220816"
"1936797","50","SOC. ANONIMA","AFFINITAS ARGENTINA","O","Ordinaria","","20200318","20211012"
"1936797","50","SOC. ANONIMA","AFFINITAS ARGENTINA","O","Ordinaria","","20210430","20211012"
"1936862","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CP LOS OLIVOS","O","Ordinaria","9167164","20200519","20201028"
"1936864","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CP MANQUE","O","Ordinaria","9167166","20200519","20201028"
"1936943","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","IMPACT HUB BUENOS AIRES","O","Ordinaria","","20210322","20211227"
"1936943","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","IMPACT HUB BUENOS AIRES","O","Ordinaria","","20220302","20230130"
"1936982","50","SOC. ANONIMA","LEGADOS","O","Ordinaria","","20200914","20201113"
"1936982","50","SOC. ANONIMA","LEGADOS","O","Ordinaria","","20200914","20201113"
"1936982","50","SOC. ANONIMA","LEGADOS","O","Ordinaria","","20210825","20211102"
"1936986","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CASPOSO ENERGIAS RENOVABLES","O","Ordinaria","9298694","20190619","20211101"
"1936986","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CASPOSO ENERGIAS RENOVABLES","O","Ordinaria","9318893","20200210","20211201"
"1936986","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CASPOSO ENERGIAS RENOVABLES","O","Ordinaria","9318887","20210607","20211201"
"1936986","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","CASPOSO ENERGIAS RENOVABLES","M","Mixta","9501494","20220706","20230102"
"1936997","50","SOC. ANONIMA","EL PARUCO","O","Ordinaria","","20220520","20230206"
"1937022","50","SOC. ANONIMA","LUZ DEL RIO","O","Ordinaria","9192465","20200529","20210125"
"1937022","50","SOC. ANONIMA","LUZ DEL RIO","O","Ordinaria","9283205","20210331","20210929"
"1937022","50","SOC. ANONIMA","LUZ DEL RIO","M","Mixta","9386135","20220530","20220511"
"1937094","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","MERCEDES-BENZ CAMIONES Y BUSES ARGENTINA","O","Ordinaria","9207440","20200522","20210325"
"1937094","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","MERCEDES-BENZ CAMIONES Y BUSES ARGENTINA","O","Ordinaria","9243969","20210520","20210730"
"1937094","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","MERCEDES-BENZ CAMIONES Y BUSES ARGENTINA","O","Ordinaria","9379695","20220523","20220428"
"1937113","50","SOC. ANONIMA","MANTISCO","O","Ordinaria","","20210528","20211101"
"1937119","100","ASOCIACION CIVIL","ASOCIACION ARGENTINA DE AIKIDO KENZO MIYAZAWA ASOCIACION CIV","O","Ordinaria","9491694","20220429","20221206"
"1937119","100","ASOCIACION CIVIL","ASOCIACION ARGENTINA DE AIKIDO KENZO MIYAZAWA ASOCIACION CIV","O","Ordinaria","9491693","20220429","20221206"
"1937119","100","ASOCIACION CIVIL","ASOCIACION ARGENTINA DE AIKIDO KENZO MIYAZAWA ASOCIACION CIV","O","Ordinaria","9491692","20220429","20221206"
"1937234","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MTBIKE CICLOTURISMO","O","Ordinaria","","20200425","20211004"
"1937234","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MTBIKE CICLOTURISMO","O","Ordinaria","","20210426","20211004"
"1937234","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MTBIKE CICLOTURISMO","O","Ordinaria","","20220430","20220913"
"1937298","50","SOC. ANONIMA","EUSTAQUIO FRIAS 545","O","Ordinaria","9224583","","20210602"
"1937313","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NETSCOUT SYSTEMS ARGENTINA","O","Ordinaria","9227637","20210421","20210602"
"1937313","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NETSCOUT SYSTEMS ARGENTINA","O","Ordinaria","9227634","20210421","20210602"
"1937313","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NETSCOUT SYSTEMS ARGENTINA","O","Ordinaria","9394023","20210927","20220526"
"1937313","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NETSCOUT SYSTEMS ARGENTINA","O","Ordinaria","9489420","20221122","20221202"
"1937322","50","SOC. ANONIMA","ENE 4","O","Ordinaria","","20200407","20210922"
"1937322","50","SOC. ANONIMA","ENE 4","O","Ordinaria","","20210828","20210922"
"1937391","110","FUNDACION","RESPIRAR COMUNIDAD","O","Ordinaria","9319542","20200318","20211203"
"1937391","110","FUNDACION","RESPIRAR COMUNIDAD","O","Ordinaria","9319535","20210326","20211203"
"1937411","50","SOC. ANONIMA","LA TOIA 1","O","Ordinaria","","20210129","20220510"
"1937465","50","SOC. ANONIMA","GMOON","O","Ordinaria","","20191002","20221026"
"1937465","50","SOC. ANONIMA","GMOON","O","Ordinaria","","20200630","20221026"
"1937465","50","SOC. ANONIMA","GMOON","O","Ordinaria","","20210630","20221026"
"1937466","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","BODEGA SAN JUAN","O","Ordinaria","9484531","20200708","20221118"
"1937466","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","BODEGA SAN JUAN","O","Ordinaria","9484532","20210331","20221118"
"1937559","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","THE FOLEY BROS","O","Ordinaria","","20210422","20220113"
"1937559","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","THE FOLEY BROS","O","Ordinaria","","20220412","20220420"
"1937589","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","ARGENPAY","O","Ordinaria","9139027","20200319","20200226"
"1937589","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","ARGENPAY","O","Ordinaria","9231778","20210623","20210614"
"1937589","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","ARGENPAY","M","Mixta","9391675","20220616","20220523"
"1937598","50","SOC. ANONIMA","DIGITAL HOLDINGS ARGENTINA","O","Ordinaria","","20201016","20210423"
"1937598","50","SOC. ANONIMA","DIGITAL HOLDINGS ARGENTINA","O","Ordinaria","","20210625","20210806"
"1937598","50","SOC. ANONIMA","DIGITAL HOLDINGS ARGENTINA","O","Ordinaria","","20220629","20220722"
"1937599","50","SOC. ANONIMA","ISABEL REAL ESTATE","O","Ordinaria","","20220422","20220831"
"1937599","50","SOC. ANONIMA","ISABEL REAL ESTATE","O","Ordinaria","","20220422","20220831"
"1937599","50","SOC. ANONIMA","ISABEL REAL ESTATE","O","Ordinaria","","20220422","20220831"
"1937609","50","SOC. ANONIMA","AGRO CENTROS REGION NUCLEO","O","Ordinaria","","20200210","20210224"
"1937652","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","HICKIES ARGENTINA","O","Ordinaria","","20211004","20230116"
"1937696","50","SOC. ANONIMA","ESTABLECIMIENTO LOS CEIBOS","O","Ordinaria","","20210716","20210730"
"1937696","50","SOC. ANONIMA","ESTABLECIMIENTO LOS CEIBOS","O","Ordinaria","","20210716","20210730"
"1937701","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","JULBENI","O","Ordinaria","","20210513","20221229"
"1937701","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","JULBENI","O","Ordinaria","","20220517","20221229"
"1937757","110","FUNDACION","FAMILIA OTERO","O","Ordinaria","9388637","20191218","20220516"
"1937757","110","FUNDACION","FAMILIA OTERO","O","Ordinaria","9388639","20200311","20220516"
"1937757","110","FUNDACION","FAMILIA OTERO","O","Ordinaria","9388646","20210310","20220516"
"1937762","50","SOC. ANONIMA","ROPAMA","O","Ordinaria","","20191230","20200306"
"1937767","50","SOC. ANONIMA","YUGEN","O","Ordinaria","","20200317","20201222"
"1937767","50","SOC. ANONIMA","YUGEN","O","Ordinaria","","20210331","20210917"
"1937767","50","SOC. ANONIMA","YUGEN","O","Ordinaria","","20220428","20220909"
"1937790","50","SOC. ANONIMA","AUDIO-TECHNICA AL","O","Ordinaria","","20190521","20210928"
"1937790","50","SOC. ANONIMA","AUDIO-TECHNICA AL","O","Ordinaria","","20190521","20191213"
"1937790","50","SOC. ANONIMA","AUDIO-TECHNICA AL","O","Ordinaria","","20200710","20210928"
"1937790","50","SOC. ANONIMA","AUDIO-TECHNICA AL","O","Ordinaria","","20210426","20210928"
"1937864","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BURR","O","Ordinaria","","20210322","20211007"
"1937920","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CONSORCIO DE SERVICIOS EDUCATIVO SAD","O","Ordinaria","","20201009","20211222"
"1937920","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CONSORCIO DE SERVICIOS EDUCATIVO SAD","O","Ordinaria","","20211014","20211222"
"1937972","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","QUANTICMIND SOLUTIONS","O","Ordinaria","","20210521","20211012"
"1937977","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SIRIUS SOFTWARE","O","Ordinaria","","20190420","20211118"
"1937977","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SIRIUS SOFTWARE","O","Ordinaria","","20200416","20211118"
"1937977","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SIRIUS SOFTWARE","O","Ordinaria","","20210414","20211118"
"1937978","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GRUPO MALASIA","O","Ordinaria","","20210430","20210831"
"1938017","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BSSEH","O","Ordinaria","","20201028","20230111"
"1938017","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BSSEH","O","Ordinaria","","20211028","20230130"
"1938072","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RPG MOLINO VIEJO","O","Ordinaria","","20210730","20230202"
"1938072","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RPG MOLINO VIEJO","O","Ordinaria","","20220503","20230202"
"1938134","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RPG RAIGONES","O","Ordinaria","","20210512","20220505"
"1938163","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","XPAY","O","Ordinaria","","20210510","20210628"
"1938163","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","XPAY","O","Ordinaria","","20220418","20221130"
"1938261","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BARRACAS SUR","O","Ordinaria","","20210416","20230203"
"1938261","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BARRACAS SUR","O","Ordinaria","","20220422","20230209"
"1938272","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","LE WAGON","O","Ordinaria","","20190426","20230126"
"1938272","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","LE WAGON","O","Ordinaria","","20200921","20230131"
"1938272","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","LE WAGON","O","Ordinaria","","20210623","20230131"
"1938272","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","LE WAGON","O","Ordinaria","","20220628","20230201"
"1938369","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","AMBAR ENERGIA","O","Ordinaria","","20201020","20221108"
"1938369","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","AMBAR ENERGIA","O","Ordinaria","","20210917","20221108"
"1938452","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","DIARES","O","Ordinaria","","20210611","20220131"
"1938453","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","PANDA WORLD","O","Ordinaria","","20190719","20220222"
"1938453","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","PANDA WORLD","O","Ordinaria","","20200720","20220315"
"1938453","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","PANDA WORLD","O","Ordinaria","","20210723","20220221"
"1938522","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RUFUS TECHNOLOGIES","O","Ordinaria","","20200731","20230201"
"1938522","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RUFUS TECHNOLOGIES","O","Ordinaria","","20210730","20230201"
"1938522","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RUFUS TECHNOLOGIES","O","Ordinaria","","20220729","20230201"
"1938532","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","INGEXTERNA","O","Ordinaria","","20200128","20221111"
"1938532","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","INGEXTERNA","O","Ordinaria","","20210125","20221111"
"1938532","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","INGEXTERNA","O","Ordinaria","","20220124","20221111"
"1938536","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","NKL","O","Ordinaria","","20210516","20221117"
"1938536","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","NKL","O","Ordinaria","","20211216","20230111"
"1938549","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","PLATAFORMA LOGISTICA","O","Ordinaria","","20210430","20210923"
"1938571","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GLOBAL 21 VIVIR EL IDIOMA","O","Ordinaria","","20220518","20230106"
"1938738","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RIMA STUDIO","O","Ordinaria","","20210430","20210729"
"1938793","50","SOC. ANONIMA","GOR ENERGY","O","Ordinaria","","20190916","20210430"
"1938793","50","SOC. ANONIMA","GOR ENERGY","O","Ordinaria","","20200915","20210430"
"1938821","100","ASOCIACION CIVIL","PARA EL PROGRESO DE LA TECNOLOGIA MEDICA DE TEJIDOS","O","Ordinaria","9258331","20200220","20210825"
"1938821","100","ASOCIACION CIVIL","PARA EL PROGRESO DE LA TECNOLOGIA MEDICA DE TEJIDOS","O","Ordinaria","9258328","20210416","20210825"
"1938861","110","FUNDACION","LOS GIRASOLES","O","Ordinaria","9298219","20210526","20211101"
"1938861","110","FUNDACION","LOS GIRASOLES","O","Ordinaria","9298231","20210526","20211101"
"1938867","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GESTALT CONSULTORES","O","Ordinaria","","20210224","20230110"
"1938867","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GESTALT CONSULTORES","O","Ordinaria","","20220204","20230111"
"1938896","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","DAC SYSTEMS","O","Ordinaria","","20220110","20221103"
"1938896","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","DAC SYSTEMS","O","Ordinaria","","20220420","20221111"
"1939049","50","SOC. ANONIMA","SOLARES DE CABALLITO","O","Ordinaria","","20191008","20221114"
"1939049","50","SOC. ANONIMA","SOLARES DE CABALLITO","O","Ordinaria","","20201103","20221114"
"1939049","50","SOC. ANONIMA","SOLARES DE CABALLITO","O","Ordinaria","","20211112","20221114"
"1939069","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BLUMAS","O","Ordinaria","","20210514","20211221"
"1939076","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","SEEDERS","O","Ordinaria","","20210409","20210723"
"1939076","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","SEEDERS","O","Ordinaria","","20220505","20220729"
"1939192","50","SOC. ANONIMA","FACTOR CLAVE","O","Ordinaria","","20200318","20210219"
"1939192","50","SOC. ANONIMA","FACTOR CLAVE","O","Ordinaria","","20220531","20221025"
"1939243","50","SOC. ANONIMA","MERCEDES-BENZ BROKER ARGENTINA","O","Ordinaria","9471618","20200814","20221026"
"1939243","50","SOC. ANONIMA","MERCEDES-BENZ BROKER ARGENTINA","O","Ordinaria","9474771","20210825","20221101"
"1939243","50","SOC. ANONIMA","MERCEDES-BENZ BROKER ARGENTINA","M","Mixta","9478307","20220524","20221108"
"1939282","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","FIDEMAS","O","Ordinaria","","20210319","20220204"
"1939324","50","SOC. ANONIMA","AFFINITAS SAN GINES","O","Ordinaria","","20200318","20211012"
"1939324","50","SOC. ANONIMA","AFFINITAS SAN GINES","O","Ordinaria","","20210331","20210929"
"1939328","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","AIRELUZ","O","Ordinaria","9290489","20200430","20211018"
